term_id,canonical_term,scope,publication_class,source_count
WG-0990,MO Dice,"System-specific label, generic concept",game-specific label,1
WG-0991,Current MO,System-specific label,game-specific label,1
WG-0992,Army Morale,Generic concept,generic design concept,1
WG-0993,Concealed Unit,Generic design concept,generic design concept,1
WG-0994,Information Phase,Generic design concept,generic design concept,1
WG-0995,Simple Move,Generic design concept,generic design concept,1
WG-0996,Difficult Move,Generic design concept,generic design concept,1
WG-0997,Reserve Move,Generic concept,generic design concept,1
WG-0998,Prepared,"System-specific label, generic concept",game-specific label,1
WG-0999,Ammo Box,Generic design concept,generic design concept,1
WG-1000,Elan,Generic concept,generic design concept,1
WG-1001,Shattered Point,"System-specific label, generic concept",game-specific label,1
WG-1002,Reshuffle,Generic design concept,generic design concept,1
WG-1003,Morale Value,"System-specific label, generic concept",game-specific label,1
WG-1004,Red-Banner Interrupt,"System-specific label, generic concept",game-specific label,1
WG-1005,Base Width,Generic design concept,generic design concept,1
WG-1006,Provisional Command,"System-specific label, generic concept",game-specific label,1
WG-1007,Out of Command,Generic concept,generic design concept,1
WG-1008,Maneuver Check,"System-specific label, generic concept",game-specific label,1
WG-1009,Maneuver Effect,"System-specific label, generic concept",game-specific label,1
WG-1010,Rally with Élan,"System-specific label, generic concept",game-specific label,1
WG-1011,Tardy,"System-specific label, generic concept",game-specific label,1
WG-1012,Well Handled,"System-specific label, generic concept",game-specific label,1
WG-1013,Full Move Disordered,"System-specific label, generic concept",game-specific label,1
WG-1014,Good Order,"System-specific label, generic concept",game-specific label,1
WG-1015,Panic,"System-specific label, generic concept",game-specific label,1
WG-1016,Change Front,"System-specific label, generic concept",game-specific label,1
WG-1017,Refuse a Flank,"System-specific label, generic concept",game-specific label,1
WG-1018,Passage of Lines,Generic concept,generic design concept,1
WG-1019,Prolong,"System-specific label, generic concept",game-specific label,1
WG-1020,Hand Haul,"System-specific label, generic concept",game-specific label,1
WG-1021,Silenced,"System-specific label, generic concept",game-specific label,1
WG-1022,Pass Through Fire,"System-specific label, generic concept",game-specific label,1
WG-1023,Galling Fire,"System-specific label, generic concept",game-specific label,1
WG-1024,Telling Fire,"System-specific label, generic concept",game-specific label,1
WG-1025,Withering Fire,"System-specific label, generic concept",game-specific label,1
WG-1026,Unit Effectiveness,Generic design concept,generic design concept,1
WG-1027,Fresh,"System-specific label, generic concept",game-specific label,1
WG-1028,Worn,"System-specific label, generic concept",game-specific label,1
WG-1029,Spent,"System-specific label, generic concept",game-specific label,1
WG-1030,Spirited,"System-specific label, generic concept",game-specific label,1
WG-1031,Unreliable,"System-specific label, generic concept",game-specific label,1
WG-1032,Dispirited,"System-specific label, generic concept",game-specific label,1
WG-1033,Breakthrough Charge,"System-specific label, generic concept",game-specific label,1
WG-1034,Support a Charge,"System-specific label, generic concept",game-specific label,1
WG-1035,Cold Steel,"System-specific label, generic concept",game-specific label,1
WG-1036,Enfiladed,Generic concept,generic design concept,1
WG-1037,Mission Profile,"System-specific label, generic concept",game-specific label,1
WG-1038,Air Target,"System-specific label, generic concept",game-specific label,1
WG-1039,Soft Target,"System-specific label, generic concept",game-specific label,1
WG-1040,Hard Target,"System-specific label, generic concept",game-specific label,1
WG-1041,Flight Level,Generic design concept,generic design concept,1
WG-1042,High Level,"System-specific label, generic concept",game-specific label,1
WG-1043,Dogfight Level,"System-specific label, generic concept",game-specific label,1
WG-1044,Low Level,Generic concept,generic design concept,1
WG-1045,Dangerous Maneuver Test,"System-specific label, generic concept",game-specific label,1
WG-1046,Special Maneuver,Generic design concept,generic design concept,1
WG-1047,Breakneck Turn,"System-specific label, generic concept",game-specific label,1
WG-1048,Loop Over,"System-specific label, generic concept",game-specific label,1
WG-1049,Dive Bomb,Generic concept,generic design concept,1
WG-1050,Evasive Maneuvers,Generic concept,generic design concept,1
WG-1051,Minimum Move,Generic design concept,generic design concept,1
WG-1052,Maximum Move,Generic design concept,generic design concept,1
WG-1053,Ground Asset,"System-specific label, generic concept",game-specific label,1
WG-1054,AA Entry Fire,Generic design concept,generic design concept,1
WG-1055,Neutral Board Edge,Generic design concept,generic design concept,1
WG-1056,Enemy Board Edge,Generic design concept,generic design concept,1
WG-1057,Passive Save,Generic concept,generic design concept,1
WG-1058,Critical Damage,Generic design concept,generic design concept,1
WG-1059,Ace Pilot,"System-specific label, generic concept",game-specific label,1
WG-1060,Close Call,"System-specific label, generic concept",game-specific label,1
WG-1061,Noise,"System-specific label, generic concept",game-specific label,1
WG-1062,Threat Level,"System-specific label, generic concept",game-specific label,1
WG-1063,Non-Player Fauna,Generic design concept,generic design concept,1
WG-1064,Initiative Bid,"System-specific label, generic concept",game-specific label,1
WG-1065,Initiative Pool,Generic design concept,generic design concept,1
WG-1066,Zero Bid,"System-specific label, generic concept",game-specific label,1
WG-1067,Barrage Mishap,Generic design concept,generic design concept,1
WG-1068,Gas Barrage,"System-specific label, generic concept",game-specific label,1
WG-1069,Hung on Wire,"System-specific label, generic concept",game-specific label,1
WG-1070,Wire Crossing Test,"System-specific label, generic concept",game-specific label,1
WG-1071,Free Rally Action,Generic design concept,generic design concept,1
WG-1072,Status Effect,Generic design concept,generic design concept,1
WG-1073,Dedicated Action,Generic design concept,generic design concept,1
WG-1074,Residual Movement,"System-specific label, generic concept",game-specific label,1
WG-1075,Change Sail Setting,Generic concept,generic design concept,1
WG-1076,Advance Maneuver,"System-specific label, generic concept",game-specific label,1
WG-1077,Ship Hull Critical,Generic naval concept,generic design concept,1
WG-1078,Ship Rigging Critical,Generic naval concept,generic design concept,1
WG-1079,Fouled,Generic naval concept,generic design concept,1
WG-1080,Roundshot,Generic historical concept,historical/common terminology,1
WG-1081,Chainshot,Generic historical concept,historical/common terminology,1
WG-1082,Attack Column,Generic historical/game concept,historical/common terminology,1
WG-1083,Loose Formation,Generic concept,generic design concept,1
WG-1084,Skirmish Formation,Generic concept,generic design concept,1
WG-1085,Spell Token,Generic design concept,generic design concept,1
WG-1086,Spell Assistance,Generic design concept,generic design concept,1
WG-1087,Command Group,Generic concept,generic design concept,1
WG-1088,Sergeant Upgrade,Generic concept,generic design concept,1
WG-1089,Musician Upgrade,Generic concept,generic design concept,1
WG-1090,Banner Upgrade,Generic concept,generic design concept,1
WG-1091,Fear Value,"System-specific label, generic concept",game-specific label,1
WG-1092,Hero Attachment,Generic design concept,generic design concept,1
WG-1093,Limited Weapon,Generic design concept,generic design concept,1
WG-1094,Regeneration Save,Generic design concept,generic design concept,1
WG-1095,Transport Capacity,Generic concept,generic design concept,1
WG-1096,Passenger Space,Generic design concept,generic design concept,1
WG-1097,Dangerous Terrain Test,Generic concept,generic design concept,1
WG-1098,Detected Submarine,"System-specific label, generic concept",game-specific label,1
WG-1099,Undetected Submarine,"System-specific label, generic concept",game-specific label,1
WG-1100,Radar Detection,Generic concept,generic design concept,1
WG-1101,Listed Information,Generic concept,generic design concept,1
WG-1102,Stacking Special Rules,Generic concept,generic design concept,1
WG-1103,Autonomous Explosive,System-specific label,game-specific label,1
WG-1104,Auxiliary Mine Layer,System-specific label,game-specific label,1
WG-1105,Breaching Drill,System-specific label,game-specific label,1
WG-1106,Cloud Dive,System-specific label,game-specific label,1
WG-1107,Deceptive Deployment,Generic concept,generic design concept,1
WG-1108,Flight Deck,Generic concept,generic design concept,1
WG-1109,Flotsam,Generic concept,generic design concept,1
WG-1110,Ground Assault,Generic concept,generic design concept,1
WG-1111,Guardian Wing,System-specific label,game-specific label,1
WG-1112,Heavy Transport,Generic concept,generic design concept,1
WG-1113,Landing Party Support,Generic concept,generic design concept,1
WG-1114,Mine Layer,Generic concept,generic design concept,1
WG-1115,Mothership,Generic concept,generic design concept,1
WG-1116,Raking Strike,Generic concept,generic design concept,1
WG-1117,Resupply Run,Generic concept,generic design concept,1
WG-1118,Take On Supplies,Generic concept,generic design concept,1
WG-1119,Stockpile,Generic concept,generic design concept,1
WG-1120,Transfer Munitions,Generic concept,generic design concept,1
WG-1121,Unexpected Arrival,Generic concept,generic design concept,1
WG-1122,Coordinated Defences,Generic concept,generic design concept,1
WG-1123,Escort Bay,Generic concept,generic design concept,1
WG-1124,Game-Limited Campaign,Generic concept,generic design concept,1
WG-1125,Point-Limited Campaign,Generic concept,generic design concept,1
WG-1126,Time-Limited Campaign,Generic concept,generic design concept,1
WG-1127,Endless Campaign,Generic concept,generic design concept,1
WG-1128,Parallel Play,Generic concept,generic design concept,1
WG-1129,Late Joiner,Generic concept,generic design concept,1
WG-1130,Underdog Point,System-specific label,game-specific label,1
WG-1131,No Permadeath,Generic concept,generic design concept,1
WG-1132,Skill Set,Generic concept,generic design concept,1
WG-1133,Disband Unit,Generic concept,generic design concept,1
WG-1134,Base Interval,Generic concept,generic design concept,1
WG-1135,Deployment Area,Generic concept,generic design concept,1
WG-1136,Stranded Base,System-specific label,game-specific label,1
WG-1137,Support Range,Generic concept,generic design concept,1
WG-1138,Command Base Damage,Generic concept,generic design concept,1
WG-1139,Flexible Command,Generic concept,generic design concept,1
WG-1140,Rigid Command,Generic concept,generic design concept,1
WG-1141,Tactically Stationary,Generic concept,generic design concept,1
WG-1142,Secondary Ammunition,Generic concept,generic design concept,1
WG-1143,Passing Fire,Generic concept,generic design concept,1
WG-1144,Combat Lull,Generic concept,generic design concept,1
WG-1145,Barrage Request Queue,Generic concept,generic design concept,1
WG-1146,Manhandling,Historical / common terminology,historical/common terminology,1
WG-1147,Engineering Action,Generic concept,generic design concept,1
WG-1148,Demolition Action,Generic concept,generic design concept,1
WG-1149,Prepared Demolition,Generic concept,generic design concept,2
WG-1150,Remove Demolition,Generic concept,generic design concept,1
WG-1151,Minefield Density,Generic concept,generic design concept,1
WG-1152,Surface-Laid Minefield,Historical / common terminology,historical/common terminology,1
WG-1153,Dummy Minefield,Generic concept,generic design concept,2
WG-1154,Minefield Passage,Generic concept,generic design concept,1
WG-1155,Marked Lane,Historical / common terminology,historical/common terminology,1
WG-1156,Breach Action,Generic concept,generic design concept,1
WG-1157,By-Force Crossing,Generic concept,generic design concept,1
WG-1158,Breached Minefield,Generic concept,generic design concept,1
WG-1159,Breach Orientation,Generic concept,generic design concept,1
WG-1160,Mechanical Breaching,Historical / common terminology,historical/common terminology,2
WG-1161,Bottleneck,Generic concept,generic design concept,1
WG-1162,Wire Breach,Generic concept,generic design concept,1
WG-1163,Wire for Demolition,Generic concept,generic design concept,1
WG-1164,Contested Demolition,Generic concept,generic design concept,1
WG-1165,Bridge Repair,Historical / common terminology,historical/common terminology,1
WG-1166,Bridge-Laying Unit,Historical / common terminology,historical/common terminology,1
WG-1167,Pontoon Bridge,Historical / common terminology,historical/common terminology,1
WG-1168,Bridge Train,Historical / common terminology,historical/common terminology,1
WG-1169,Obstacle Reduction,Generic concept,generic design concept,2
WG-1170,Minimal Damage,System-specific label,game-specific label,0
WG-1171,Attack Direction,System-specific label,game-specific label,0
WG-1172,Range Bracket,System-specific label,game-specific label,0
WG-1173,Armor Bubble,System-specific label,game-specific label,0
WG-1174,Structure Bubble,System-specific label,game-specific label,0
WG-1175,Overheat Long,System-specific label,game-specific label,0
WG-1176,External Heat,System-specific label,game-specific label,0
WG-1177,Fireteam Integrity,System-specific label,game-specific label,0
WG-1178,Rejoin Fireteam,System-specific label,game-specific label,0
WG-1179,Immobilized-A,System-specific label,game-specific label,0
WG-1180,Immobilized-B,System-specific label,game-specific label,0
WG-1181,Disconnected State,System-specific label,game-specific label,0
WG-1182,Possessed State,System-specific label,game-specific label,0
WG-1183,Sepsitorized State,System-specific label,game-specific label,0
WG-1184,Unloaded State,System-specific label,game-specific label,0
WG-1185,Initiative Move,System-specific label,game-specific label,0
WG-1186,March Column,System-specific label,game-specific label,0
WG-1187,Limbered Artillery,System-specific label,game-specific label,0
WG-1188,Manhandled Artillery,System-specific label,game-specific label,0
WG-1189,Closing Fire,System-specific label,game-specific label,0
WG-1190,Enfilading Fire,System-specific label,game-specific label,0
WG-1191,Mixed Formation,System-specific label,game-specific label,0
WG-1192,Retire,System-specific label,game-specific label,0
WG-1193,Hold Ground,System-specific label,game-specific label,0
WG-1194,Aiming Point,System-specific label,game-specific label,0
WG-1195,Spotting Team,System-specific label,game-specific label,0
WG-1196,Repeat Bombardment,System-specific label,game-specific label,0
WG-1197,Smoke Screen,System-specific label,game-specific label,0
WG-1198,Danger Close,System-specific label,game-specific label,0
WG-1199,Dug In,System-specific label,game-specific label,0
WG-1200,Booby Trap,System-specific label,game-specific label,0
WG-1201,Barbed Wire Entanglement,System-specific label,game-specific label,0
WG-1202,Artillery Battery,System-specific label,game-specific label,0
WG-1203,Ranging Attempt,System-specific label,game-specific label,0
WG-1204,Number of Weapons Firing,System-specific label,game-specific label,0
WG-1205,Defensive Fire,System-specific label,game-specific label,0
WG-1206,Horde Mode,System-specific label,game-specific label,0
WG-1207,Enemy Wave,System-specific label,game-specific label,0
WG-1208,Defence Objective,System-specific label,game-specific label,0
WG-1209,Kill Experience,System-specific label,game-specific label,0
WG-1210,Overheating,System-specific label,game-specific label,0
WG-1211,Fragile,System-specific label,game-specific label,0
WG-1212,Tactician,System-specific label,game-specific label,0
WG-1213,Recon Roll,System-specific label,game-specific label,0
WG-1214,Command Order,System-specific label,game-specific label,0
WG-1215,In Play,System-specific label,game-specific label,0
WG-1216,Neutral Unit,System-specific label,game-specific label,0
WG-1217,Leader Model,System-specific label,game-specific label,0
WG-1218,Sprint Action,System-specific label,game-specific label,0
WG-1219,Advance Action,System-specific label,game-specific label,0
WG-1220,Weight of Fire,System-specific label,game-specific label,0
WG-1221,Exceptional Roll,System-specific label,game-specific label,0
WG-1222,Out-of-Game Spell,System-specific label,game-specific label,0
WG-1223,Self-Only Spell,System-specific label,game-specific label,0
WG-1224,Touch Spell,System-specific label,game-specific label,0
WG-1225,Area-Effect Spell,System-specific label,game-specific label,0
WG-1226,Casting Roll,System-specific label,game-specific label,0
WG-1227,Will Roll,System-specific label,game-specific label,0
WG-1228,Active Spell,System-specific label,game-specific label,0
WG-1229,Spell Cancellation,System-specific label,game-specific label,0
WG-1230,Temporary Warband Member,System-specific label,game-specific label,0
WG-1231,Uncontrolled Creature,System-specific label,game-specific label,0
WG-1232,Mine Sweeper,System-specific label,game-specific label,0
WG-1233,Mine Clearance,System-specific label,game-specific label,0
WG-1234,Participating Model,System-specific label,game-specific label,0
WG-1235,Initial Target,System-specific label,game-specific label,0
WG-1236,Positional Trait,System-specific label,game-specific label,0
WG-1237,Repair Facilities,System-specific label,game-specific label,0
WG-1238,Priority Signals,System-specific label,game-specific label,0
WG-1239,Mass Rating,System-specific label,game-specific label,0
WG-1240,Shockwave Roll,System-specific label,game-specific label,0
WG-1241,Full Thrust,System-specific label,game-specific label,0
