term_id,canonical_term,category,subcategory,definition,mechanical_role,typical_value_unit,design_notes,scope,added,search_tags
WG-0748,Open Information,Information,Information state,Game information that must be available to both players.,Controls disclosure,information class,Paired with Private Information.,Generic concept,2026-09-23,open information public information information information state
WG-0749,Private Information,Information,Information state,Game information a player may keep concealed until rules require disclosure.,Supports bluffing and uncertainty,information class,Designer-facing information architecture.,Generic concept,2026-09-23,private information hidden information; secret information information information state
WG-0750,Courtesy List,Deployment & army building,Information aid,A version of an army list containing the information an opponent is entitled to know before or during play.,Separates public roster data from secrets,list/document,Useful hidden-information tournament concept.,"System-specific label, generic concept",2026-09-23,courtesy list public army list; disclosure list deployment & army building information aid
WG-0751,Loss of Lieutenant,Damage & morale,Command state,Army-wide disruption caused by losing or lacking its designated lieutenant.,Degrades command economy,army state,Generic command-decapitation mechanic.,"System-specific label, generic concept",2026-09-23,loss of lieutenant command loss; leader loss state damage & morale command state
WG-0752,Retreat!,Damage & morale,Army state,Force-wide endgame or degraded state triggered when surviving force value falls below a threshold.,Models army-level collapse,VP/points threshold,Different from a unit Fall Back action.,"System-specific label, generic concept",2026-09-23,retreat! retreat state; force break state damage & morale army state
WG-0753,Null State,Damage & morale,State family,Category of states in which a troop no longer contributes normally to play or activation resources.,Groups incapacitated states,state class,Useful state taxonomy.,Generic concept,2026-09-23,null state inactive state; non-functional state damage & morale state family
WG-0754,Camouflaged State,Information,Hidden-unit state,State representing a troop as an information-concealing marker rather than an identified model.,Conceals identity and complicates targeting,marker state,Separate from generic camouflage modifier.,"System-specific label, generic concept",2026-09-23,camouflaged state camouflage marker state; camo state information hidden-unit state
WG-0755,Hidden Deployment,Deployment & army building,Deployment method,Deployment method in which a unit's position or existence is recorded secretly rather than placed openly.,Creates positional uncertainty,secret position / record,Generic hidden-deployment family.,Generic concept,2026-09-23,hidden deployment hidden setup; secret deployment deployment & army building deployment method
WG-0756,Discover,Information,Detection action,Action used to identify or reveal a concealed enemy marker or hidden state.,Counter-concealment action,test/action,Generic detection mechanic.,Generic concept,2026-09-23,discover spot; reveal action information detection action
WG-0757,Reset,Electronic warfare,Defensive action,"Defensive action used to resist or clear certain electronic, hacking or control effects.",Cyber/EW defence and recovery,test/action,Useful modern/sci-fi EW vocabulary.,Generic concept,2026-09-23,reset systems reset; defensive reset electronic warfare defensive action
WG-0758,Hacking Area,Electronic warfare,Network range,"Area in which a hacker can affect valid targets, potentially extended through network nodes such as repeaters.",Defines non-LOS cyber reach,zone / network,Network topology as tabletop geometry.,"System-specific label, generic concept",2026-09-23,hacking area hacking zone; network attack area electronic warfare network range
WG-0759,Repeater,Electronic warfare,Network node,Device or unit that extends a hacker's effective network area.,Extends cyber/EW reach,node / zone,Strong design term for relay-based ranges.,Generic sci-fi concept,2026-09-23,repeater network repeater; hacking relay electronic warfare network node
WG-0760,Deployable Repeater,Electronic warfare,Deployable network node,Placed device that creates or extends a hacking/network area from a new position.,Creates temporary network geometry,deployable marker / zone,Combines deployable terrain and EW.,"System-specific label, generic concept",2026-09-23,deployable repeater deployable network relay electronic warfare deployable network node
WG-0761,Targeted State,Electronic warfare,Targeting state,State marking a unit as electronically designated for improved or enabled attacks.,Creates cross-system targeting synergy,state/marker,Generic target-designation family.,Generic concept,2026-09-23,targeted state target lock; designated state electronic warfare targeting state
WG-0762,Isolated State,Electronic warfare,Command-disruption state,State representing a troop cut off from normal command or network support.,Disrupts resource sharing and command,state/marker,Generic comms-disruption family.,Generic concept,2026-09-23,isolated state isolated; comms isolation electronic warfare command-disruption state
WG-0763,Suppressive Fire State,Combat & weapons,Fire posture,Persistent firing posture that trades normal freedom for reactive area denial or altered shooting performance.,Creates area-denial posture,state / weapon mode,Distinct from suppression markers.,Generic concept,2026-09-23,suppressive fire state suppression stance; suppressive state combat & weapons fire posture
WG-0764,Intuitive Attack,Combat & weapons,Detection-bypass attack,"Attack method allowing an attacker to engage a concealed threat without first fully identifying it, normally through a test or restriction.",Combines detection and attack risk,attack/test,Useful anti-concealment mechanic.,"System-specific label, generic concept",2026-09-23,intuitive attack blind attack; intuitive fire combat & weapons detection-bypass attack
WG-0765,Cautious Movement,Movement,Stealth movement,Movement mode intended to cross a dangerous observation gap without granting a normal reaction when conditions are met.,Trades movement constraints for reaction avoidance,movement distance/action,Reactive-game movement concept.,Generic concept,2026-09-23,cautious movement cautious move; careful move movement stealth movement
WG-0766,Forward Observer,Electronic warfare,Targeting role,Specialist role that designates enemy targets for subsequent attacks or support effects.,Creates spotting/fire-support link,skill/role,Generic artillery and sci-fi targeting concept.,Generic concept,2026-09-23,forward observer fo; target designator electronic warfare targeting role
WG-0767,Coordinated Order,Turn structure,Multi-unit activation,Command expenditure that lets several units perform a coordinated set of actions under shared restrictions.,Enables bounded group activation,command resource / unit count,Hybrid between single activation and mass activation.,Generic concept,2026-09-23,coordinated order coordinated activation turn structure multi-unit activation
WG-0768,Command Token,Turn structure,Command resource,"Limited strategic resource spent to alter command, activation or deployment procedures.",Meta-activation resource,token/count,Broader than an ordinary order.,Generic concept,2026-09-23,command token command point token; command resource turn structure command resource
WG-0769,Minimum Speed,Movement,Movement constraint,Minimum distance a model must travel when moving.,Forces momentum,distance,Common naval/aircraft movement concept.,Generic concept,2026-09-23,minimum speed min speed; compulsory speed movement movement constraint
WG-0770,Maximum Speed,Movement,Movement constraint,Maximum distance a model may travel during its movement.,Caps mobility,distance,Generic movement statistic.,Generic,2026-09-23,maximum speed max speed; speed limit movement movement constraint
WG-0771,Lateral Engines,Movement,Movement system,Movement system permitting a sideways displacement without changing facing.,Adds lateral manoeuvring,distance/system,Useful naval/sci-fi manoeuvre term.,"System-specific label, generic concept",2026-09-23,lateral engines side-thrust; lateral thrusters movement movement system
WG-0772,Slowed,Movement,Movement state,Temporary state reducing a unit's action capacity and/or maximum movement.,Applies mobility degradation,state/marker,Different from Slow as permanent trait.,Generic concept,2026-09-23,slowed slow state; speed-reduced state movement movement state
WG-0773,Generator Effect Token,Special effect families,State marker,Marker showing a temporary generator-produced state or effect on a unit.,Tracks temporary system effects,token,Generic equipment-state marker pattern.,"System-specific label, generic concept",2026-09-23,generator effect token generator token; system effect token special effect families state marker
WG-0774,Action Dice,Resolution & tests,Dice pool,"Dice rolled to resolve actions, with different faces or grades producing different effect levels.",Core resolution currency,dice pool,Generic dice-pool term.,Generic concept,2026-09-23,action dice action die; action pool resolution & tests dice pool
WG-0775,Standard Strike,Resolution & tests,Success grade,Basic success grade on an action die.,Produces baseline effect,die result,Part of graded-success dice system.,"System-specific label, generic concept",2026-09-23,standard strike standard success; standard hit resolution & tests success grade
WG-0776,Heavy Strike,Resolution & tests,Success grade,Higher success grade producing a stronger effect than a standard strike.,Produces enhanced effect,die result,Graded-success vocabulary.,"System-specific label, generic concept",2026-09-23,heavy strike heavy success; heavy hit resolution & tests success grade
WG-0777,Exploding Strike,Resolution & tests,Exploding success grade,High-grade die result that produces strong effects and may trigger additional dice/effects.,Creates open-ended or bonus resolution,die result,Related to exploding dice but source uses a named result.,"System-specific label, generic concept",2026-09-23,exploding strike exploding success; exploding hit resolution & tests exploding success grade
WG-0778,Disorder,Damage & morale,Degradation track,Accumulating state representing disruption that impairs a unit without necessarily causing direct damage.,Tracks operational disruption,levels/markers,Soft-damage track distinct from hull damage.,Generic concept,2026-09-23,disorder disorder level; disorder marker damage & morale degradation track
WG-0779,Repair Roll,Damage & morale,Recovery test,Roll used to remove or mitigate critical damage effects.,Converts repair capacity into recovery,dice pool/test,Generic damage-control mechanic.,Generic concept,2026-09-23,repair roll damage-control roll; repair test damage & morale recovery test
WG-0780,Reserve Roll,Deployment & army building,Arrival test,Roll determining whether and where a reserve unit enters play.,Controls reinforcement timing/location,dice pool/test,Generic reserve uncertainty mechanic.,Generic concept,2026-09-23,reserve roll reserve arrival roll deployment & army building arrival test
WG-0781,Broadside Roll,Combat & weapons,Naval attack roll,Attack roll built from the broadside ratings of participating flank batteries.,Aggregates flank firepower,dice pool,Naval battery-resolution term.,"System-specific label, generic concept",2026-09-23,broadside roll broadside attack roll combat & weapons naval attack roll
WG-0782,Critical Damage Effect,Damage & morale,Critical damage,Persistent or discrete impairment caused by a critical damage result.,Adds subsystem consequences beyond raw damage,effect/state,Generic vehicle/naval damage architecture.,Generic concept,2026-09-23,critical damage effect critical effect; critical damage state damage & morale critical damage
WG-0783,Anti-Ship,Combat & weapons,Target-role keyword,Weapon trait optimised for attacking capital ships while performing poorly against smaller craft.,Differentiates target classes,keyword/modifier,Fleet target-role keyword.,Generic concept,2026-09-23,anti-ship anti-ship weapon combat & weapons target-role keyword
WG-0784,Anti-Squadron,Combat & weapons,Target-role keyword,Weapon trait optimised for attacking small craft or squadrons while performing poorly against ships.,Differentiates target classes,keyword/modifier,Fleet target-role keyword.,Generic concept,2026-09-23,anti-squadron anti-squadron weapon; point defence role combat & weapons target-role keyword
WG-0785,Boarding Pod,Combat & weapons,Boarding weapon,Weapon that delivers boarding forces or boarding markers instead of conventional direct damage.,Creates delayed internal attack,weapon / marker,Useful boarding-action family.,Generic sci-fi concept,2026-09-23,boarding pod boarding torpedo; assault pod combat & weapons boarding weapon
WG-0786,Boarding Marker,Damage & morale,Persistent attack marker,Marker representing hostile boarders continuing to threaten a ship over later activations.,Creates damage-over-time boarding pressure,marker/count,Persistent hostile-state mechanic.,Generic concept,2026-09-23,boarding marker boarding token; boarding party marker damage & morale persistent attack marker
WG-0787,Anti-Ship Weapon Role,Combat & weapons,Weapon role,Design classification for weapons efficient against large vessels but inefficient against small craft.,Encodes target specialisation,role/category,Canonical generic concept derived from Anti-Ship.,Generic design concept,2026-09-23,anti-ship weapon role ship-killer role combat & weapons weapon role
WG-0788,Twin-Fire,Combat & weapons,Multi-target keyword,Weapon rule allowing one weapon system to attack two different targets in the same firing event.,Enables multi-target engagement,two targets,Distinct from simply having two attacks.,"System-specific label, generic concept",2026-09-23,twin-fire split fire; twin target fire combat & weapons multi-target keyword
WG-0789,Rogue Squadron,Turn structure,Activation trait,Small-craft trait allowing activation outside the normal squadron phase with reduced action options.,Trades timing flexibility for action limits,trait/phase,Useful phase-breaking activation mechanic.,Generic concept,2026-09-23,rogue squadron rogue; off-phase squadron turn structure activation trait
WG-0790,Scan,Detection & sensors,Sensor statistic,A ship statistic representing the reach of its own sensors.,Contributes to target acquisition range,distance,Pairs with target Signature rather than acting as weapon range.,"System-specific label, generic concept",2026-09-23,scan sensor range; scan value detection & sensors sensor statistic
WG-0791,Signature,Detection & sensors,Detectability statistic,A value representing how detectable a ship is to enemy sensors.,Extends or limits enemy acquisition range,distance,Generic signature-management concept.,Generic concept,2026-09-23,signature signature value; sensor signature detection & sensors detectability statistic
WG-0792,Minor Spike,Detection & sensors,Detection marker,A temporary increase in a ship's detectable signature.,Makes a ship easier to acquire,marker / distance bonus,Lower tier of a graded detection-state mechanic.,System-specific,2026-09-23,minor spike minor signature spike; spike detection & sensors detection marker
WG-0793,Major Spike,Detection & sensors,Detection marker,A stronger temporary increase in a ship's detectable signature.,Greatly increases detectability,marker / distance bonus,Higher tier of the Spike family.,System-specific,2026-09-23,major spike major signature spike detection & sensors detection marker
WG-0794,Silent Running,Detection & sensors,Stealth order,An operating mode that suppresses a ship's detectable signature at the cost of other capabilities.,Trades actions/firepower for stealth,order/state,Generic emissions-control design family.,Generic concept with system label,2026-09-23,silent running silent running order; emissions control detection & sensors stealth order
WG-0795,Active Scan,Detection & sensors,Sensor action,An active sensor action used to expose or increase the detectability of another ship.,Trades own exposure/action economy for detection,action/order,Useful radar/sonar-style active sensing family.,Generic concept,2026-09-23,active scan active sensor sweep; active scan order detection & sensors sensor action
WG-0796,Weapons Free,Turn structure,Special order,An aggressive operating order allowing unusually broad weapon use while increasing exposure.,Trades stealth/mobility constraints for firepower,order,Common military phrase used here as a rules order.,Generic concept,2026-09-23,weapons free weapons-free order turn structure special order
WG-0797,Station Keeping,Movement,Special order,A movement order allowing a ship to remain nearly stationary or move slowly while retaining limited combat capability.,Controls low-speed positioning,order / fraction of thrust,Space/naval manoeuvre family.,Generic concept,2026-09-23,station keeping hold station; station-keeping order movement special order
WG-0798,Course Change,Movement,Special order,A manoeuvre order that exchanges some combat freedom for additional turning capability.,Increases heading-change freedom,order / turn angle,Useful facing-based movement term.,Generic concept,2026-09-23,course change course-change order movement special order
WG-0799,Max Thrust,Movement,Special order,A high-speed order that increases movement beyond normal thrust while restricting other actions.,Trades combat output for speed,order / multiple of thrust,Space equivalent of sprint/flank speed.,Generic concept,2026-09-23,max thrust maximum thrust; flank thrust movement special order
WG-0800,Orbital Layer,Terrain & environment,Vertical position band,A discrete vertical band used to represent different orbital heights or atmospheric positions.,Abstracts three-dimensional position,ordinal layer,Useful alternative to continuous altitude.,Generic design concept,2026-09-23,orbital layer orbit layer; altitude layer terrain & environment vertical position band
WG-0801,Close Action,Combat & weapons,Range class,A weapon category intended for very short-range ship combat and often interacting with point defence.,Defines close-range naval/space weapon role,range class,Not synonymous with melee.,"System-specific label, generic concept",2026-09-23,close action close-action weapon combat & weapons range class
WG-0802,Point Defence,Combat & weapons,Defensive weapon system,"Defensive fire intended to intercept close threats such as bombers, missiles or boarding assets.",Intercepts incoming attack assets,rating / dice,Generic naval/space/air-defence concept.,Generic,2026-09-23,point defence pd; point-defense combat & weapons defensive weapon system
WG-0803,Launch Asset,Game object,Auxiliary attack unit,A launched token or craft operating from a carrier rather than as a normal capital ship weapon.,Extends carrier attacks beyond direct weapons,token / launch rating,"Covers fighters, bombers and similar assets.",Generic concept,2026-09-23,launch asset launch asset; fighter/bomber asset game object auxiliary attack unit
WG-0804,Troop Quality,Game data,Training statistic,A die-rated measure of a unit's training and battlefield competence.,Sets core task/combat die quality,die type,Die-step quality architecture.,Generic concept,2026-09-23,troop quality tq; quality die game data training statistic
WG-0805,Confidence Level,Damage & morale,Morale trigger statistic,A rating describing how readily battlefield events force a unit to test morale.,Controls morale-test sensitivity,category,Separate from Morale itself.,Generic concept,2026-09-23,confidence level confidence; confidence rating damage & morale morale trigger statistic
WG-0806,Supply Level,Logistics,Supply statistic,A rating representing how well supplied a force or unit is.,Modifies sustained combat capability,category,Useful logistics abstraction without tracking individual rounds.,Generic concept,2026-09-23,supply level supply; supply rating logistics supply statistic
WG-0807,Reaction Test,Turn structure,Reaction resolution,A test used to determine the outcome or priority of an action-and-reaction interaction.,Resolves interruptive opposition,opposed dice/test,Useful reactive-turn architecture.,Generic concept,2026-09-23,reaction test reaction check; opposed reaction turn structure reaction resolution
WG-0808,Initiative Level,Turn structure,Initiative statistic,A force-level rating used when determining initiative or action priority.,Sets side-level tempo/priority,die type / rating,Separate from individual model Initiative.,Generic concept,2026-09-23,initiative level initiative die; initiative rating turn structure initiative statistic
WG-0809,Patrol Phase,Deployment & army building,Pre-game phase,A pre-battle phase in which abstract patrol positions establish the contested deployment space.,Turns scouting into dynamic deployment,phase,Fog-of-war deployment architecture.,"System-specific label, generic concept",2026-09-23,patrol phase scouting phase deployment & army building pre-game phase
WG-0810,Patrol Marker,Deployment & army building,Scouting marker,An abstract marker representing the forward reach of scouting before troops deploy.,Defines deployment influence without placing units,marker,Used to derive later deployment points.,System-specific,2026-09-23,patrol marker patrol point; scouting marker deployment & army building scouting marker
WG-0811,Jump-Off Point,Deployment & army building,Deployment anchor,A battlefield point from which friendly troops can enter or deploy.,Creates flexible hidden deployment anchors,marker / point,Distinct from fixed table-edge deployment.,"System-specific label, generic concept",2026-09-23,jump-off point jop; jump off point deployment & army building deployment anchor
WG-0812,Command Dice,Turn structure,Command resource,Dice rolled to determine which command elements can activate and which command effects become available.,Randomises activation capacity,dice pool,Command-and-control dice architecture.,Generic concept,2026-09-23,command dice command die; activation dice turn structure command resource
WG-0813,Chain of Command Point,Turn structure,Stored command resource,A point accumulated from command-die results and spent on special command effects.,Stores unused/random command opportunity,points / track,Distinct from generic Command Point by accumulation method.,System-specific,2026-09-23,chain of command point coc point; command point track turn structure stored command resource
WG-0814,Support Points,Deployment & army building,Force-building resource,Scenario-provided points spent on optional support assets before play.,Balances and customises scenario forces,points,Scenario-specific reinforcement budget.,Generic concept,2026-09-23,support points support allowance deployment & army building force-building resource
WG-0815,Force Morale,Damage & morale,Army-level morale,A force-wide morale track representing the army's willingness and ability to continue the action.,Links local losses to command degradation,track / integer,Different scale from unit Morale.,Generic concept,2026-09-23,force morale force morale track; fm damage & morale army-level morale
WG-0816,Suppressing Fire,Combat & weapons,Fire mode,Fire intended primarily to restrict enemy action rather than maximise casualties.,Applies action/movement pressure,attack mode / marker,Generic modern-combat concept.,Generic,2026-09-23,suppressing fire suppression fire; suppressive fire combat & weapons fire mode
WG-0817,Stunned Leader,Damage & morale,Leader condition,A condition indicating a leader is temporarily incapacitated or impaired.,Temporarily degrades command capacity,condition/marker,Leader-specific soft casualty state.,Generic concept,2026-09-23,stunned leader stunned leader marker damage & morale leader condition
WG-0818,Replen Point,Logistics,Replenishment resource,A tracked resource used to restore or replenish depleted battlefield capability.,Abstracts resupply/recovery,points,Current Chain of Command 2 terminology.,System-specific,2026-09-23,replen point replenishment point; replen point logistics replenishment resource
WG-0819,ADC,Command & control,Command resource,"An abstract command resource representing a commander, staff work and aides available for tasking.",Allocates command influence across brigades,integer/dice-generated resource,Not simply the historical staff officer; functions as a command currency.,System-specific abstraction,2026-09-23,adc aide-de-camp resource; adc die command & control command resource
WG-0820,Aide-de-Camp,Command & control,Command role,A staff officer or abstract staff function carrying a commander's influence to subordinate formations.,Represents transmitted command effort,role/resource,Historical term with mechanical abstraction in some rules.,Generic historical concept,2026-09-23,aide-de-camp adc; staff officer command & control command role
WG-0821,Command Tasking,Command & control,Command allocation,Assignment of a limited command resource to a specific battlefield function or formation.,Turns command capacity into selected bonuses/orders,resource assignment,Useful generic command-allocation term.,Generic concept,2026-09-23,command tasking adc tasking; staff task command & control command allocation
WG-0822,Hesitant,Command & control,Command state,"A formation state indicating delayed, uncertain or restricted execution of orders.",Represents command friction,state,Different from morale wavering.,Generic concept,2026-09-23,hesitant hesitant brigade; hesitation command & control command state
WG-0823,Artillery Assault Fire,Combat & weapons,Artillery command task,A command task that concentrates artillery effort into a deliberate preparatory bombardment.,Creates command-driven artillery concentration,tasking,Napoleonic command/fire coordination concept.,"System-specific label, generic concept",2026-09-23,artillery assault fire assault fire tasking; bombardment tasking combat & weapons artillery command task
WG-0824,Skirmishers Tasking,Command & control,Command task,A command allocation used to strengthen or improve a formation's skirmishing capability.,Converts staff attention into screen strength,tasking,Command-resource-to-capability pattern.,"System-specific label, generic concept",2026-09-23,skirmishers tasking skirmisher reinforcement; skirmish tasking command & control command task
WG-0825,Battalion,Game object,Formation echelon,A military formation echelon commonly used as a manoeuvre unit in horse-and-musket rules.,Defines tactical unit scale,formation echelon,Generic historical formation term.,Generic,2026-09-23,battalion battalion unit game object formation echelon
WG-0826,Brigade,Game object,Formation echelon,"A formation of multiple battalions or equivalent units, often the lowest independent tactical command.",Defines command hierarchy,formation echelon,Generic operational/tactical term.,Generic,2026-09-23,brigade brigade command; brigade formation game object formation echelon
WG-0827,Fatigue Point,Damage & morale,Suppression/fatigue resource,A point of accumulated strain that progressively reduces a unit's ability to act.,Soft damage / action degradation,integer/marker,Related to suppression but can also be self-inflicted by pushing.,Generic concept,2026-09-23,fatigue point fatigue; fatigue marker damage & morale suppression/fatigue resource
WG-0828,Reload Marker,Combat & weapons,Weapon readiness marker,A marker showing that a weapon requires one or more reload actions before it can fire normally again.,Tracks multi-action weapon preparation,marker/count,Useful for black-powder and heavy-weapon cadence.,Generic concept,2026-09-23,reload marker reload; reload point combat & weapons weapon readiness marker
WG-0829,Resolve Test,Damage & morale,Morale test,A morale-style test made after harmful events to determine accumulated fatigue or loss of cohesion.,Converts casualties/shock into fatigue,d10 test,Generic resolve family.,Generic concept,2026-09-23,resolve test resolve check damage & morale morale test
WG-0830,Strike Point,Objectives & scoring,Force-break resource,A force-level point accumulated from losses or scenario setbacks.,Tracks progress toward army defeat,points,Connects casualties/objectives to break test.,"System-specific label, generic concept",2026-09-23,strike point strike marker; force strike point objectives & scoring force-break resource
WG-0831,Strike Test,Damage & morale,Army-level morale test,A force-level test triggered when accumulated strike pressure becomes sufficiently unfavourable.,Determines whether the force concedes/breaks,test,Army-break test family.,"System-specific label, generic concept",2026-09-23,strike test force break test; strike check damage & morale army-level morale test
WG-0832,Full Volley,Combat & weapons,Fire mode,"Firing a weapon or unit at full prepared output, usually creating a larger reload burden.",Trades immediate firepower for later reload cost,fire mode,Black-powder cadence concept.,Generic concept,2026-09-23,full volley full discharge; full volley fire combat & weapons fire mode
WG-0833,Half Volley,Combat & weapons,Fire mode,Firing only part of a prepared volley to reduce the subsequent reload burden.,Trades lower immediate output for faster readiness,fire mode,Useful staged-ammunition mechanic.,Generic concept,2026-09-23,half volley partial volley; half discharge combat & weapons fire mode
WG-0834,Push Action,Turn structure,Extra-action mechanic,An extra action taken beyond the normal activation allowance by accepting fatigue or another cost.,Converts future efficiency into immediate tempo,action + fatigue cost,Generic push-your-luck action economy.,Generic concept,2026-09-23,push action push; pushed action turn structure extra-action mechanic
WG-0835,Activation Deck,Turn structure,Activation component,A deck of cards used to determine initiative timing and the number or quality of actions available to units.,Combines initiative with action allowance,card deck,Card-driven activation architecture.,Generic concept,2026-09-23,activation deck activation cards; initiative deck turn structure activation component
WG-0836,Covert,Targeting & visibility,Information state,A fighter state in which the enemy has not yet located or identified the model for normal reactions and attacks.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,covert detection information state
WG-0837,Detected,Targeting & visibility,Information state,A fighter state showing that an enemy has successfully located the model.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,detected detection information state
WG-0838,Alert Marker,Targeting & visibility,Detection marker,A marker or die result representing noise or other behaviour that risks exposing a covert fighter.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,alert marker detection detection marker
WG-0839,Quiet Die,Resolution & tests,Special die,A die associated with quiet behaviour that can help a fighter remain or become covert.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,quiet die dice special die
WG-0840,Noisy Die,Resolution & tests,Special die,A die associated with conspicuous actions and a chance of exposing the acting fighter.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,noisy die dice special die
WG-0841,Roving Patrol,Movement,Patrol movement,A patrol movement whose direction is partly random unless nearby detected enemies influence it.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,roving patrol movement patrol movement
WG-0842,Patrol Route,Movement,Patrol movement,A path established for a sentry to follow while no stronger information redirects it.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,patrol route movement patrol movement
WG-0843,Raise the Alarm,Turn structure,Escalation state,A scenario transition in which defenders become aware of an attack and gain broader combat permissions.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,raise the alarm turn structure escalation state
WG-0844,Action Token,Turn structure,Action marker,A token used to track or regulate a fighter's actions within the turn sequence.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,action token turn structure action marker
WG-0845,Time Token,Turn structure,Scenario timer,A token used to track the passage of scenario time or progress through the turn sequence.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,time token turn structure scenario timer
WG-0846,Trauma,Damage & morale,Degradation state,"A non-fatal combat consequence representing minor injury, suppression or shock that removes action capacity and can accumulate.",See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,trauma damage / morale degradation state
WG-0847,Trauma Roll,Damage & morale,Damage test,A roll resolving whether an attack survivor suffers trauma rather than immediate removal.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,trauma roll damage / morale damage test
WG-0848,Sneak,Movement,Stealth movement,A slow movement action designed to preserve concealment while repositioning.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,sneak movement stealth movement
WG-0849,Roving Patrol Move,Movement,Information-limited movement,A semi-random defender movement used when the model lacks a nearby detected enemy to pursue.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,roving patrol move movement information-limited movement
WG-0850,Order Card,Turn structure,Command card,"A card that temporarily alters action sequencing, such as allowing linked or consecutive actions.",See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,order card turn structure command card
WG-0851,Event Card,Turn structure,Event component,A card representing an unusual occurrence or defensive intervention introduced during play.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,event card turn structure event component
WG-0852,Veteran Card,Deployment & army building,Persistent upgrade,"A card assigning improved abilities or equipment to a particular fighter, potentially persisting through campaign play.",See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,veteran card army building persistent upgrade
WG-0853,Patrol Direction,Movement,Direction result,A generated direction used to determine how an information-limited patrol moves.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,patrol direction movement direction result
WG-0854,Detection Threshold,Targeting & visibility,Escalation threshold,A required amount of detected enemy activity before a wider alarm or response state is triggered.,See v7 research batch,varies,Merged from the separately researched v7 batch.,See source provenance,2026-09-23,detection threshold detection escalation threshold
WG-0855,Variable-Length Bound,Turn structure,Initiative structure,A turn structure in which the amount of activity before initiative changes is not fixed in advance.,Creates variable-duration player control,sequence structure,Useful alternative to fixed turns and fixed action counts.,Generic design concept,2026-09-23,variable-length bound variable bound; endless bound turn structure initiative structure
WG-0856,Reactive Fire,Combat & weapons,Reaction attack,Fire declared by the non-active side in response to enemy movement or another qualifying action.,Lets defenders interrupt enemy activity,reaction attack,Distinct from overwatch when no prior ready action is required.,Generic concept,2026-09-23,reactive fire reaction fire; interrupt fire combat & weapons reaction attack
WG-0857,Fire Group Leader,Command & control,Fire coordination role,A designated stand used as the local anchor for combining nearby units into coordinated fire.,Defines which units may pool fire,leader role / proximity,A temporary coordination role rather than necessarily a command model.,"System-specific label, generic concept",2026-09-23,fire group leader fgl; fire-group leader command & control fire coordination role
WG-0858,Moving Group Leader,Command & control,Movement coordination role,A designated stand used to coordinate several nearby stands as one movement group.,Enables multi-unit movement,leader role / proximity,Movement counterpart to a fire-group leader.,"System-specific label, generic concept",2026-09-23,moving group leader group leader; movement group leader command & control movement coordination role
WG-0859,Unmeasured Movement,Movement,Movement model,Movement resolved by terrain relationships or movement conditions rather than a fixed measured distance.,Removes distance measurement from ordinary movement,topological / terrain based,Useful for terrain-dense tactical games.,Generic design concept,2026-09-23,unmeasured movement feature-to-feature movement; rulerless movement movement movement model
WG-0860,Initiative Transfer,Turn structure,Initiative transition,A rules event that ends one side's run of actions and gives control to the opponent.,Controls variable-length activation sequences,triggered state change,May be caused by failed actions or successful enemy reactions.,Generic design concept,2026-09-23,initiative transfer initiative pass; change of initiative turn structure initiative transition
WG-0861,Bridge Command,Command & control,Ship order,An order available to the player commanding an individual ship.,Translates player intent into ship-level manoeuvre or operational instructions,order / command,SEEKRIEG distinguishes ship-level Bridge Commands from higher Flag Commands.,Generic naval concept,2026-09-23,bridge command ship command; bridge order command & control ship order
WG-0862,Flag Command,Command & control,Formation order,A higher-level naval order used to direct ships or formations from flag command.,Coordinates multiple vessels,order / command,Useful distinction between platform command and formation command.,Generic naval concept,2026-09-23,flag command flag order; formation command command & control formation order
WG-0863,Bridge Command Rating,Command & control,Command statistic,A rating representing the effectiveness of command aboard an individual ship.,Quantifies ship-level command performance,rating / ordinal,Separate from crew skill and damage-control capability.,"System-specific label, generic concept",2026-09-23,bridge command rating command rating; bridge rating command & control command statistic
